Age,Monthly_Income,Years_at_Company,Gender,Department,Job_Role,Distance_From_Home,Job_Satisfaction,Work_Life_Balance,Years_Since_Last_Promotion,Overtime,Attrition
54,13912,22,Female,R&D,Engineer,3,3,3,2,No,No
29,6939,3,Female,HR,Analyst,44,1,1,6,Yes,Yes
30,7253,1,Male,Sales,Analyst,49,1,1,6,Yes,Yes
35,11909,17,Male,Sales,Manager,3,4,4,0,No,No
33,14421,8,Female,HR,Executive,7,3,4,0,No,No
28,18912,6,Male,Sales,Manager,14,4,3,0,No,No
35,9544,12,Female,R&D,Manager,5,3,4,1,No,No
31,16823,23,Male,Finance,Engineer,5,4,3,0,No,No
26,7412,2,Female,Sales,Analyst,42,1,1,4,Yes,Yes
27,6545,0,Female,R&D,Executive,34,1,1,7,Yes,Yes
30,6946,3,Male,HR,Executive,36,1,1,6,Yes,Yes
40,14683,24,Female,HR,Analyst,12,3,4,1,No,No
44,7264,15,Male,Sales,Analyst,10,4,4,2,No,No
26,5190,2,Female,HR,Analyst,30,1,1,6,Yes,Yes
38,15716,19,Female,R&D,Executive,13,3,4,2,No,No
26,7621,0,Female,R&D,Analyst,35,1,1,8,Yes,Yes
42,14643,19,Male,Finance,Manager,11,3,4,2,No,No
26,8025,17,Female,HR,Analyst,8,3,4,0,No,No
20,4921,1,Male,HR,Sales Rep,35,1,1,7,Yes,Yes
40,13665,4,Male,R&D,Analyst,1,4,4,1,No,No
20,4574,2,Male,Finance,Sales Rep,29,1,1,4,Yes,Yes
30,6097,1,Male,Sales,Sales Rep,29,1,1,4,Yes,Yes
23,6094,0,Male,Sales,Analyst,29,1,1,5,Yes,Yes
25,4801,2,Female,Sales,Executive,46,1,1,5,Yes,Yes
34,6618,3,Male,Sales,Sales Rep,34,1,1,6,Yes,Yes
28,4638,0,Female,R&D,Executive,30,1,1,7,Yes,Yes
28,19192,11,Female,HR,Engineer,12,4,3,2,No,No
30,6183,3,Male,Sales,Analyst,30,1,1,8,Yes,Yes
48,13252,5,Male,Finance,Executive,8,3,4,1,No,No
30,17888,10,Male,Finance,Executive,7,4,3,0,No,No
30,13852,9,Female,Sales,Analyst,1,4,4,0,No,No
33,3618,2,Male,R&D,Analyst,36,1,1,7,Yes,Yes
27,17075,14,Male,Sales,Executive,6,4,4,1,No,No
21,5921,0,Female,Sales,Sales Rep,49,1,1,7,Yes,Yes
28,7488,0,Female,HR,Sales Rep,45,1,1,9,Yes,Yes
49,19881,4,Female,R&D,Manager,2,4,3,1,No,No
20,7398,2,Female,HR,Analyst,39,1,1,7,Yes,Yes
48,6650,16,Female,Finance,Analyst,5,3,3,0,No,No
53,7795,3,Female,Sales,Engineer,12,3,4,0,No,No
28,7954,2,Female,Finance,Executive,36,1,1,8,Yes,Yes
39,18768,8,Female,Finance,Analyst,13,3,3,2,No,No
34,9623,9,Female,HR,Manager,12,3,3,2,No,No
39,18909,21,Female,HR,Executive,5,4,4,1,No,No
29,7268,0,Female,Finance,Analyst,28,1,1,9,Yes,Yes
25,5563,2,Male,HR,Analyst,25,1,1,7,Yes,Yes
48,18453,14,Male,Finance,Executive,5,3,3,0,No,No
30,9306,6,Female,R&D,Executive,6,3,3,0,No,No
31,10223,3,Male,Finance,Manager,6,3,4,2,No,No
36,8425,6,Female,Finance,Executive,8,4,4,2,No,No
37,7556,21,Male,Finance,Manager,9,4,3,0,No,No
25,6554,18,Male,Sales,Engineer,7,3,4,1,No,No
43,13537,4,Female,Finance,Analyst,1,3,3,2,No,No
51,17079,17,Female,R&D,Manager,9,3,4,0,No,No
30,3216,1,Male,Sales,Executive,47,1,1,9,Yes,Yes
29,6650,23,Male,Sales,Engineer,3,4,4,1,No,No
26,7520,0,Male,Sales,Executive,44,1,1,6,Yes,Yes
30,6477,2,Male,R&D,Sales Rep,47,1,1,8,Yes,Yes
33,16270,9,Male,HR,Engineer,1,4,3,1,No,No
53,7709,23,Female,Sales,Analyst,7,3,4,1,No,No
20,3405,0,Female,R&D,Analyst,27,1,1,7,Yes,Yes
20,7288,0,Female,R&D,Executive,39,1,1,5,Yes,Yes
54,7390,18,Female,R&D,Manager,4,3,3,2,No,No
28,7757,3,Male,R&D,Sales Rep,33,1,1,7,Yes,Yes
34,3740,1,Male,Sales,Executive,35,1,1,4,Yes,Yes
40,10701,18,Female,HR,Analyst,4,3,4,1,No,No
20,7177,1,Female,Sales,Executive,36,1,1,9,Yes,Yes
33,6692,1,Female,HR,Sales Rep,41,1,1,6,Yes,Yes
20,5355,0,Female,Finance,Sales Rep,45,1,1,8,Yes,Yes
48,18446,7,Female,Finance,Analyst,6,3,3,1,No,No
28,5886,2,Female,Sales,Executive,27,1,1,6,Yes,Yes
46,6055,7,Female,Sales,Analyst,1,4,4,1,No,No
45,8693,14,Female,R&D,Engineer,14,3,4,1,No,No
25,19105,3,Female,Sales,Analyst,10,4,4,1,No,No
26,3485,0,Female,Finance,Sales Rep,34,1,1,4,Yes,Yes
22,7278,2,Male,Finance,Executive,32,1,1,9,Yes,Yes
40,9741,24,Male,Sales,Engineer,10,4,4,2,No,No
20,6400,2,Female,R&D,Sales Rep,45,1,1,5,Yes,Yes
49,11086,5,Male,HR,Manager,9,3,4,1,No,No
26,18260,6,Female,R&D,Analyst,8,3,3,1,No,No
32,12801,21,Female,R&D,Engineer,8,4,4,2,No,No
30,11558,14,Male,HR,Manager,8,3,3,1,No,No
49,6791,14,Female,Finance,Analyst,11,4,4,1,No,No
31,5027,0,Male,HR,Executive,49,1,1,6,Yes,Yes
21,6496,2,Male,Finance,Analyst,39,1,1,9,Yes,Yes
39,19870,14,Female,Sales,Executive,12,3,3,1,No,No
41,14243,20,Male,Sales,Manager,10,4,3,2,No,No
49,18319,8,Male,HR,Manager,6,4,4,1,No,No
28,4177,2,Female,R&D,Analyst,40,1,1,9,Yes,Yes
31,7130,3,Male,HR,Analyst,27,1,1,9,Yes,Yes
26,16551,19,Female,Sales,Analyst,1,4,4,2,No,No
45,18915,22,Female,Finance,Executive,13,4,4,1,No,No
32,16327,22,Female,R&D,Manager,14,3,4,2,No,No
24,6663,1,Male,Finance,Sales Rep,47,1,1,6,Yes,Yes
22,4418,2,Male,HR,Executive,43,1,1,5,Yes,Yes
38,15285,8,Female,R&D,Engineer,4,3,3,0,No,No
24,5777,2,Female,HR,Analyst,35,1,1,8,Yes,Yes
39,18251,23,Female,Finance,Engineer,10,4,4,2,No,No
29,4016,0,Female,HR,Analyst,30,1,1,6,Yes,Yes
30,7372,0,Male,HR,Executive,26,1,1,7,Yes,Yes
23,7174,2,Male,R&D,Analyst,27,1,1,9,Yes,Yes
29,15412,15,Female,R&D,Analyst,11,4,3,1,No,No
48,18869,24,Male,Finance,Executive,12,3,3,0,No,No
47,11080,9,Male,Finance,Executive,8,4,3,0,No,No
24,3359,0,Male,Sales,Analyst,32,1,1,9,Yes,Yes
25,11237,20,Female,Finance,Analyst,14,4,4,1,No,No
51,11590,10,Female,R&D,Executive,14,4,4,1,No,No
20,6250,2,Female,Sales,Executive,41,1,1,4,Yes,Yes
20,6169,1,Female,Sales,Executive,25,1,1,5,Yes,Yes
26,6614,0,Male,R&D,Executive,30,1,1,9,Yes,Yes
52,9054,10,Female,Finance,Analyst,8,4,4,1,No,No
48,19486,9,Male,HR,Engineer,7,3,4,1,No,No
22,5361,3,Male,R&D,Executive,32,1,1,7,Yes,Yes
20,3327,0,Female,Finance,Analyst,43,1,1,7,Yes,Yes
47,13126,14,Male,Finance,Analyst,1,4,3,1,No,No
31,19059,5,Female,R&D,Manager,4,3,3,1,No,No
28,6101,3,Male,R&D,Sales Rep,40,1,1,9,Yes,Yes
25,3259,2,Male,Finance,Sales Rep,40,1,1,7,Yes,Yes
33,13804,16,Female,Sales,Analyst,7,4,3,1,No,No
22,7122,1,Female,Finance,Executive,43,1,1,5,Yes,Yes
29,7277,2,Male,R&D,Sales Rep,31,1,1,4,Yes,Yes
23,4864,0,Male,Sales,Executive,30,1,1,7,Yes,Yes
23,7639,0,Female,Finance,Analyst,37,1,1,9,Yes,Yes
20,4437,0,Female,HR,Executive,36,1,1,9,Yes,Yes
25,3987,0,Female,Finance,Sales Rep,41,1,1,7,Yes,Yes
28,6950,3,Male,Sales,Analyst,33,1,1,5,Yes,Yes
29,5066,0,Male,HR,Executive,41,1,1,8,Yes,Yes
37,17340,23,Female,HR,Engineer,6,3,4,0,No,No
38,9181,12,Female,Finance,Manager,13,4,3,2,No,No
21,7865,2,Male,Finance,Sales Rep,42,1,1,4,Yes,Yes
44,18740,14,Female,HR,Engineer,5,3,4,0,No,No
33,6566,0,Female,Finance,Executive,46,1,1,9,Yes,Yes
50,19969,3,Female,Finance,Manager,1,3,3,1,No,No
45,19979,20,Female,HR,Executive,13,4,3,0,No,No
31,6482,3,Female,HR,Analyst,26,1,1,5,Yes,Yes
54,15385,15,Male,Sales,Executive,8,3,4,0,No,No
48,13060,16,Female,Finance,Manager,8,3,3,0,No,No
33,7624,2,Female,Sales,Analyst,41,1,1,4,Yes,Yes
40,9888,19,Female,HR,Analyst,6,4,3,1,No,No
36,7960,11,Male,HR,Engineer,5,4,3,1,No,No
34,3023,3,Female,R&D,Analyst,32,1,1,9,Yes,Yes
28,4595,3,Male,R&D,Executive,28,1,1,7,Yes,Yes
27,5306,1,Male,Finance,Analyst,26,1,1,4,Yes,Yes
22,4946,2,Male,Sales,Analyst,32,1,1,5,Yes,Yes
24,4868,1,Male,HR,Sales Rep,47,1,1,6,Yes,Yes
48,6329,22,Male,Finance,Executive,5,3,3,1,No,No
36,15799,7,Female,Finance,Executive,1,4,3,2,No,No
51,10784,17,Male,R&D,Engineer,7,4,3,1,No,No
30,3699,2,Female,R&D,Executive,34,1,1,4,Yes,Yes
21,5179,2,Male,Finance,Sales Rep,43,1,1,4,Yes,Yes
28,5850,3,Female,Finance,Executive,34,1,1,7,Yes,Yes
44,18340,16,Male,Finance,Manager,3,3,3,1,No,No
28,15999,24,Male,Sales,Manager,8,4,4,1,No,No
54,7185,16,Female,Sales,Manager,13,3,3,1,No,No
50,18675,9,Female,HR,Engineer,2,3,3,1,No,No
20,4133,0,Male,R&D,Executive,42,1,1,6,Yes,Yes
29,5588,3,Female,R&D,Executive,38,1,1,9,Yes,Yes
36,9241,20,Male,Finance,Executive,4,4,3,0,No,No
27,6825,3,Female,Finance,Executive,39,1,1,9,Yes,Yes
28,12257,9,Male,Finance,Manager,7,4,4,2,No,No
29,6174,3,Male,Finance,Sales Rep,49,1,1,8,Yes,Yes
41,13921,9,Male,Finance,Analyst,5,4,4,0,No,No
49,12841,5,Female,Finance,Engineer,14,3,3,0,No,No
54,14412,11,Male,Finance,Analyst,7,3,3,0,No,No
41,7273,4,Male,R&D,Executive,9,4,4,1,No,No
30,6854,3,Female,HR,Executive,25,1,1,6,Yes,Yes
52,16920,19,Female,Sales,Manager,10,3,4,2,No,No
22,7705,0,Male,Finance,Executive,37,1,1,9,Yes,Yes
32,9001,13,Male,Sales,Engineer,7,3,4,1,No,No
25,12323,19,Male,Finance,Engineer,14,4,3,2,No,No
20,7035,0,Female,Finance,Sales Rep,44,1,1,5,Yes,Yes
26,4538,1,Female,Finance,Executive,47,1,1,8,Yes,Yes
43,17718,12,Male,R&D,Engineer,12,4,3,1,No,No
32,13804,13,Male,HR,Analyst,6,3,3,0,No,No
34,14598,22,Female,Sales,Executive,5,4,4,0,No,No
54,14979,17,Female,Sales,Engineer,5,4,4,0,No,No
44,15290,17,Male,Finance,Manager,13,3,4,0,No,No
28,3999,1,Male,Finance,Executive,38,1,1,9,Yes,Yes
31,9682,21,Male,HR,Analyst,10,4,3,1,No,No
50,10394,9,Male,Sales,Manager,9,3,3,1,No,No
42,9167,24,Female,Sales,Executive,8,4,4,0,No,No
34,7463,3,Male,Finance,Sales Rep,33,1,1,7,Yes,Yes
52,17207,18,Male,Finance,Executive,13,4,3,2,No,No
25,5304,0,Female,Sales,Analyst,49,1,1,4,Yes,Yes
30,7843,2,Male,R&D,Executive,39,1,1,6,Yes,Yes
29,13023,17,Male,HR,Analyst,8,3,4,1,No,No
20,4299,3,Female,Sales,Sales Rep,42,1,1,4,Yes,Yes
34,7204,1,Female,HR,Executive,42,1,1,9,Yes,Yes
20,6703,0,Female,Sales,Executive,32,1,1,9,Yes,Yes
33,5640,2,Female,HR,Analyst,36,1,1,5,Yes,Yes
27,8096,21,Female,Finance,Manager,2,4,3,0,No,No
47,17514,8,Male,HR,Executive,6,3,4,0,No,No
42,13518,18,Female,HR,Analyst,12,4,4,2,No,No
23,4787,0,Male,HR,Executive,36,1,1,7,Yes,Yes
45,13353,20,Male,R&D,Manager,7,4,4,1,No,No
49,19693,9,Female,Sales,Executive,2,4,4,0,No,No
33,11463,3,Female,R&D,Analyst,11,3,3,2,No,No
31,4501,2,Male,Sales,Sales Rep,26,1,1,5,Yes,Yes
28,4369,2,Female,Finance,Executive,45,1,1,7,Yes,Yes
27,17184,13,Male,Sales,Manager,10,3,4,0,No,No
36,7881,11,Female,R&D,Manager,2,4,4,2,No,No
29,3783,3,Male,R&D,Analyst,37,1,1,8,Yes,Yes
29,7558,0,Male,Finance,Analyst,28,1,1,6,Yes,Yes
54,13470,5,Male,HR,Analyst,10,3,4,2,No,No
25,12640,22,Female,Finance,Manager,11,4,3,0,No,No
44,8892,11,Male,HR,Engineer,10,4,3,2,No,No
20,6621,0,Male,R&D,Sales Rep,37,1,1,8,Yes,Yes
23,3356,2,Female,Finance,Sales Rep,27,1,1,6,Yes,Yes
25,4742,2,Male,R&D,Executive,37,1,1,4,Yes,Yes
32,6284,3,Male,HR,Sales Rep,33,1,1,5,Yes,Yes
27,17983,11,Female,Sales,Analyst,1,4,3,2,No,No
34,3058,2,Male,HR,Executive,43,1,1,9,Yes,Yes
33,15131,21,Female,Finance,Executive,6,4,3,2,No,No
30,5206,1,Female,Finance,Analyst,26,1,1,4,Yes,Yes
28,3785,3,Female,Finance,Analyst,46,1,1,8,Yes,Yes
28,6725,1,Female,HR,Analyst,31,1,1,9,Yes,Yes
40,12731,22,Male,HR,Engineer,1,3,4,1,No,No
23,6786,0,Male,HR,Executive,33,1,1,4,Yes,Yes
28,5567,1,Male,Sales,Analyst,34,1,1,6,Yes,Yes
21,6200,2,Male,Sales,Sales Rep,30,1,1,8,Yes,Yes
28,14165,23,Female,HR,Analyst,10,3,3,2,No,No
34,13394,8,Female,HR,Engineer,12,3,4,0,No,No
37,12854,3,Male,R&D,Engineer,7,3,3,1,No,No
31,7743,2,Male,Sales,Analyst,30,1,1,8,Yes,Yes
49,11197,4,Male,Finance,Analyst,5,4,4,0,No,No
44,13262,6,Female,Finance,Engineer,8,4,3,0,No,No
49,15765,13,Female,Finance,Engineer,4,3,4,2,No,No
49,13495,24,Male,HR,Manager,9,4,3,1,No,No
42,12431,24,Male,Finance,Manager,13,3,3,1,No,No
52,7672,14,Female,Finance,Engineer,8,4,4,1,No,No
23,5696,2,Female,Sales,Executive,32,1,1,9,Yes,Yes
33,16703,22,Female,HR,Engineer,1,3,3,1,No,No
32,8316,6,Female,Finance,Manager,8,4,4,0,No,No
20,4059,1,Male,Finance,Sales Rep,27,1,1,7,Yes,Yes
23,6974,3,Female,Sales,Sales Rep,44,1,1,8,Yes,Yes
50,9867,4,Female,Sales,Analyst,5,3,4,0,No,No
28,3569,1,Female,R&D,Analyst,25,1,1,5,Yes,Yes
34,7660,3,Male,R&D,Sales Rep,38,1,1,4,Yes,Yes
27,6763,2,Male,Finance,Executive,33,1,1,4,Yes,Yes
30,7435,2,Male,Finance,Sales Rep,30,1,1,6,Yes,Yes
27,12829,10,Male,Finance,Engineer,8,3,3,2,No,No
21,7910,1,Male,HR,Analyst,45,1,1,9,Yes,Yes
25,19050,23,Male,R&D,Executive,13,4,4,1,No,No
41,8503,21,Male,Finance,Executive,14,4,3,0,No,No
50,19865,13,Male,Finance,Engineer,13,3,4,1,No,No
31,5823,2,Female,Sales,Executive,32,1,1,8,Yes,Yes
24,6359,0,Male,Sales,Executive,42,1,1,4,Yes,Yes
25,6612,2,Male,Sales,Sales Rep,41,1,1,6,Yes,Yes
52,12421,15,Female,Sales,Analyst,4,4,3,2,No,No
51,8673,10,Female,Sales,Engineer,5,4,4,2,No,No
27,12786,14,Male,Finance,Executive,10,4,3,1,No,No
25,15378,23,Male,HR,Analyst,3,4,4,1,No,No
26,3505,2,Female,R&D,Executive,34,1,1,9,Yes,Yes
34,3202,0,Male,Finance,Analyst,29,1,1,4,Yes,Yes
44,9364,19,Female,Finance,Analyst,3,3,4,2,No,No
33,17991,24,Male,HR,Engineer,13,4,3,0,No,No
24,4416,1,Male,R&D,Analyst,25,1,1,4,Yes,Yes
37,18889,19,Male,HR,Engineer,13,4,4,2,No,No
25,10317,23,Female,Sales,Executive,3,4,3,1,No,No
27,12311,11,Male,HR,Engineer,4,3,3,2,No,No
34,6646,1,Female,HR,Executive,32,1,1,8,Yes,Yes
25,5741,0,Female,Finance,Sales Rep,32,1,1,6,Yes,Yes
48,17934,9,Female,Sales,Engineer,8,3,3,0,No,No
39,10659,11,Female,HR,Executive,9,4,4,2,No,No
25,14863,14,Male,HR,Manager,11,4,3,2,No,No
30,5642,0,Male,HR,Sales Rep,43,1,1,7,Yes,Yes
26,4820,3,Male,Finance,Executive,31,1,1,7,Yes,Yes
38,9960,21,Female,Sales,Engineer,7,4,3,2,No,No
30,6817,2,Female,Finance,Analyst,49,1,1,7,Yes,Yes
22,6202,2,Female,R&D,Analyst,36,1,1,5,Yes,Yes
22,5472,3,Female,Finance,Sales Rep,32,1,1,9,Yes,Yes
24,4591,3,Female,R&D,Executive,28,1,1,7,Yes,Yes
31,5010,1,Female,Sales,Executive,49,1,1,6,Yes,Yes
33,6752,0,Female,HR,Executive,41,1,1,6,Yes,Yes
44,9836,15,Female,Finance,Executive,2,4,4,2,No,No
21,7739,0,Female,R&D,Executive,42,1,1,9,Yes,Yes
34,3707,1,Female,Finance,Analyst,38,1,1,8,Yes,Yes
22,3209,1,Male,HR,Sales Rep,44,1,1,9,Yes,Yes
43,19079,13,Female,R&D,Executive,9,3,4,0,No,No
42,14011,9,Female,Finance,Engineer,3,4,3,0,No,No
38,8190,22,Female,HR,Analyst,10,3,4,0,No,No
31,4553,2,Male,Sales,Executive,32,1,1,9,Yes,Yes
31,14431,18,Male,Sales,Analyst,7,4,3,2,No,No
27,6516,1,Female,HR,Executive,44,1,1,4,Yes,Yes
43,17109,9,Male,Sales,Manager,5,4,3,2,No,No
20,7189,2,Female,R&D,Analyst,44,1,1,8,Yes,Yes
34,4810,0,Female,Finance,Sales Rep,35,1,1,4,Yes,Yes
29,7047,1,Female,R&D,Analyst,44,1,1,9,Yes,Yes
33,4319,1,Male,R&D,Executive,42,1,1,6,Yes,Yes
54,19721,21,Male,HR,Analyst,10,4,4,2,No,No
27,5843,1,Male,R&D,Sales Rep,31,1,1,8,Yes,Yes
20,4512,2,Female,Sales,Sales Rep,40,1,1,5,Yes,Yes
25,3700,1,Female,HR,Executive,32,1,1,4,Yes,Yes
44,10835,13,Female,Sales,Engineer,10,3,3,0,No,No
24,4604,0,Male,R&D,Analyst,29,1,1,6,Yes,Yes
38,17202,3,Male,Sales,Executive,1,4,3,0,No,No
42,15628,19,Female,HR,Executive,5,3,3,1,No,No
28,5823,1,Female,HR,Executive,26,1,1,6,Yes,Yes
50,17646,21,Female,HR,Analyst,3,3,4,0,No,No
26,3330,2,Male,HR,Sales Rep,34,1,1,4,Yes,Yes
27,14523,21,Female,HR,Engineer,9,3,4,0,No,No
34,3686,2,Female,HR,Sales Rep,47,1,1,5,Yes,Yes
48,7374,14,Female,R&D,Manager,5,4,3,0,No,No
34,19487,23,Male,HR,Executive,14,4,3,0,No,No
25,5520,0,Female,Sales,Analyst,32,1,1,5,Yes,Yes
28,6337,0,Male,HR,Executive,38,1,1,8,Yes,Yes
31,16117,8,Female,R&D,Manager,10,3,3,0,No,No
41,13394,20,Female,HR,Analyst,1,4,3,0,No,No
25,6135,15,Female,HR,Engineer,2,4,4,1,No,No
32,11129,12,Female,HR,Manager,12,4,3,0,No,No
25,3509,1,Male,R&D,Sales Rep,47,1,1,7,Yes,Yes
22,5968,3,Female,Finance,Analyst,40,1,1,5,Yes,Yes
24,5270,1,Male,Sales,Sales Rep,30,1,1,8,Yes,Yes
28,4730,1,Male,Sales,Analyst,31,1,1,9,Yes,Yes
30,7029,3,Female,HR,Executive,38,1,1,5,Yes,Yes
40,15715,21,Male,Finance,Executive,13,3,3,0,No,No
53,18264,12,Female,HR,Engineer,3,3,3,1,No,No
32,4609,1,Female,R&D,Sales Rep,40,1,1,4,Yes,Yes
22,7995,3,Female,R&D,Executive,44,1,1,7,Yes,Yes
43,10464,18,Female,HR,Manager,8,3,4,2,No,No
23,4431,0,Female,R&D,Executive,42,1,1,9,Yes,Yes
44,18150,21,Male,R&D,Executive,1,4,3,0,No,No
31,5805,1,Male,HR,Analyst,42,1,1,5,Yes,Yes
48,12690,17,Female,HR,Manager,5,4,3,1,No,No
49,16053,4,Male,R&D,Manager,6,3,3,2,No,No
21,7695,2,Male,Sales,Executive,39,1,1,7,Yes,Yes
29,6005,0,Male,R&D,Analyst,39,1,1,5,Yes,Yes
31,5801,3,Male,Sales,Analyst,46,1,1,7,Yes,Yes
36,14047,16,Female,Finance,Analyst,8,3,4,1,No,No
30,4619,3,Male,Finance,Analyst,30,1,1,6,Yes,Yes
32,6151,1,Female,R&D,Executive,38,1,1,9,Yes,Yes
42,17267,21,Male,Finance,Manager,5,4,4,1,No,No
33,6966,14,Female,HR,Executive,1,4,4,0,No,No
21,7849,0,Female,Finance,Executive,35,1,1,8,Yes,Yes
27,13425,24,Female,Finance,Analyst,4,4,4,0,No,No
34,12928,14,Male,Sales,Executive,1,3,3,0,No,No
20,5578,1,Female,HR,Sales Rep,44,1,1,6,Yes,Yes
42,7906,24,Female,R&D,Executive,9,4,4,1,No,No
49,14607,21,Female,Sales,Executive,12,4,3,2,No,No
30,3318,0,Male,HR,Sales Rep,34,1,1,5,Yes,Yes
50,6922,6,Male,HR,Engineer,7,3,3,2,No,No
22,4761,0,Male,HR,Analyst,47,1,1,4,Yes,Yes
27,6745,0,Male,HR,Analyst,31,1,1,5,Yes,Yes
34,15136,15,Female,Sales,Analyst,4,4,3,0,No,No
46,19741,3,Male,HR,Manager,6,4,3,0,No,No
39,18373,8,Female,Finance,Analyst,5,3,3,0,No,No
37,18978,13,Female,Finance,Executive,8,3,3,1,No,No
39,14042,4,Male,Finance,Analyst,12,4,3,1,No,No
24,4337,1,Female,Finance,Executive,28,1,1,7,Yes,Yes
23,3748,3,Male,HR,Sales Rep,34,1,1,9,Yes,Yes
32,10941,4,Male,HR,Analyst,7,3,4,1,No,No
47,12747,17,Female,Finance,Analyst,6,3,3,2,No,No
35,8295,24,Male,HR,Engineer,11,4,3,0,No,No
49,19899,5,Male,Sales,Analyst,8,3,4,1,No,No
25,7846,0,Male,Finance,Sales Rep,30,1,1,5,Yes,Yes
43,15663,8,Female,R&D,Engineer,1,4,4,0,No,No
51,7754,18,Female,Finance,Analyst,7,3,3,2,No,No
37,17498,12,Female,HR,Engineer,11,4,3,2,No,No
50,17078,9,Male,Sales,Engineer,2,3,3,1,No,No
51,12016,23,Female,Sales,Engineer,9,3,3,1,No,No
26,3671,2,Male,Finance,Sales Rep,32,1,1,6,Yes,Yes
24,7389,0,Female,Finance,Executive,34,1,1,9,Yes,Yes
21,3019,0,Male,R&D,Sales Rep,41,1,1,9,Yes,Yes
54,16111,20,Female,Sales,Executive,12,3,3,2,No,No
24,7276,1,Male,Finance,Executive,33,1,1,7,Yes,Yes
31,5094,0,Female,HR,Analyst,33,1,1,9,Yes,Yes
31,6173,2,Female,HR,Executive,36,1,1,8,Yes,Yes
33,7441,2,Male,Sales,Executive,44,1,1,4,Yes,Yes
41,7637,17,Male,Sales,Analyst,8,3,4,2,No,No
27,15891,6,Male,Sales,Manager,12,4,3,2,No,No
25,10257,9,Female,Finance,Manager,5,3,4,0,No,No
47,10105,17,Male,R&D,Analyst,10,4,4,1,No,No
45,15925,13,Male,HR,Analyst,5,3,4,1,No,No
25,6486,0,Female,R&D,Sales Rep,28,1,1,8,Yes,Yes
50,19131,10,Male,Finance,Manager,3,3,4,1,No,No
21,5162,3,Female,Sales,Executive,32,1,1,5,Yes,Yes
31,5394,2,Female,HR,Analyst,49,1,1,8,Yes,Yes
29,5945,0,Male,Sales,Analyst,43,1,1,5,Yes,Yes
44,16070,13,Male,HR,Engineer,4,3,4,1,No,No
25,5647,3,Male,Sales,Executive,26,1,1,4,Yes,Yes
31,3738,3,Female,Sales,Analyst,36,1,1,5,Yes,Yes
20,7154,3,Male,Finance,Sales Rep,31,1,1,4,Yes,Yes
34,6792,22,Female,R&D,Manager,3,3,3,2,No,No
29,8894,20,Male,Sales,Analyst,13,4,3,2,No,No
32,7400,2,Female,Sales,Analyst,36,1,1,8,Yes,Yes
30,16458,7,Male,HR,Engineer,13,3,4,1,No,No
31,3054,0,Female,Finance,Executive,36,1,1,8,Yes,Yes
31,4783,3,Female,Finance,Sales Rep,26,1,1,7,Yes,Yes
23,6954,3,Male,R&D,Analyst,32,1,1,4,Yes,Yes
22,4453,0,Female,Finance,Executive,26,1,1,9,Yes,Yes
22,4440,3,Female,Sales,Analyst,36,1,1,5,Yes,Yes
21,6334,2,Male,Sales,Sales Rep,32,1,1,9,Yes,Yes
46,12444,5,Male,Sales,Manager,8,3,3,2,No,No
28,7396,3,Male,HR,Sales Rep,35,1,1,7,Yes,Yes
45,17312,9,Male,R&D,Manager,1,4,4,1,No,No
29,3537,0,Male,Sales,Analyst,28,1,1,9,Yes,Yes
34,8097,12,Male,HR,Analyst,1,3,3,0,No,No
28,4806,2,Male,R&D,Analyst,46,1,1,8,Yes,Yes
54,12603,16,Female,R&D,Analyst,8,4,3,2,No,No
37,19101,4,Female,Sales,Engineer,1,4,3,1,No,No
33,4209,3,Male,R&D,Executive,40,1,1,5,Yes,Yes
52,19335,22,Male,HR,Engineer,6,4,4,2,No,No
24,4978,0,Female,Sales,Sales Rep,26,1,1,7,Yes,Yes
28,3653,3,Female,HR,Sales Rep,44,1,1,6,Yes,Yes
23,4178,2,Male,Finance,Analyst,27,1,1,7,Yes,Yes
33,3304,2,Male,R&D,Executive,37,1,1,9,Yes,Yes
35,16197,18,Female,Sales,Analyst,7,4,4,1,No,No
27,7772,2,Male,Finance,Sales Rep,39,1,1,4,Yes,Yes
29,6620,3,Female,R&D,Executive,39,1,1,4,Yes,Yes
23,5892,3,Male,Finance,Analyst,37,1,1,6,Yes,Yes
24,4752,3,Male,R&D,Executive,33,1,1,5,Yes,Yes
27,6961,0,Male,Sales,Executive,26,1,1,5,Yes,Yes
20,4972,2,Female,Finance,Analyst,27,1,1,6,Yes,Yes
32,14095,24,Female,Sales,Engineer,8,4,4,2,No,No
35,18263,9,Female,Finance,Executive,4,4,3,2,No,No
21,7584,3,Male,R&D,Analyst,43,1,1,6,Yes,Yes
34,10435,11,Male,HR,Analyst,8,4,3,2,No,No
43,8138,8,Male,R&D,Executive,9,4,3,2,No,No
47,8372,7,Female,Sales,Manager,4,4,4,0,No,No
29,12713,10,Female,Sales,Executive,12,3,3,0,No,No
33,19237,22,Female,Finance,Analyst,3,3,4,1,No,No
52,17733,21,Male,HR,Manager,3,3,3,1,No,No
29,5455,3,Male,HR,Sales Rep,33,1,1,9,Yes,Yes
44,7120,12,Male,Sales,Manager,1,4,3,1,No,No
32,14611,5,Male,HR,Analyst,12,3,3,2,No,No
25,4313,2,Female,Finance,Sales Rep,44,1,1,7,Yes,Yes
45,16673,21,Female,Finance,Analyst,11,3,3,1,No,No
39,11134,12,Female,Sales,Executive,7,3,4,0,No,No
